query_id,query,expected_omics_type,expected_constraints,pool_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,source_url,annotator_label,annotator_notes
G09,prostate cancer genomics TCGA,genomics,disease=prostate cancer; source=TCGA; omics=genomics,32eb558f940d66ba,PRJNA1047258,ena,epigenomics,Epigenomics of Prostate Cancer from Cell Free Plasma,"We sought to perform epigenomic characterization of prostate cancers by profiling circulating nucleosomes isolated from patient plasma using cell free chromatin immunoprecipitation followed by sequencing (cfChIP-seq). Our major findings include identification of prostate-cancer specific regulatory elements using a novel statistical method accounting for variable tumor DNA fraction in plasma, inferring transcription factor activity based on binding motif enrichment within regulatory elements, and epigenetically phenotyping patients based on clinical and genomic features. Data available in dbGaP will include cfChIP-seq and targeted sequencing from approximately 50 patients with a known diagnosis of cancer and healthy patient controls.",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1047258,1,missing source
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,ade664ccf4260236,GSE192856,geo,single_cell,Single-cell ATAC-seq analysis of hESCs undergoing neuronal differentiation [scATAC-seq],"Genome-wide gene expression profiling of hESCs undergoing neuronal differentiation at four distinct time-points. hESCs are differentiated using a novel protocol, and day 0, 7, 13 and 20 were charachterized.",Homo sapiens,2,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE192856,2,
MO10,pancreatic cancer single-cell multi-omics,multi_omics,disease=pancreatic cancer; assay=single-cell multi-omics,b1eb5bf51b1ee252,PDC000393,cptac,proteomics,Sampling techniques for enrichment of PDAC - Proteome,Other;Pancreatic Ductal Adenocarcinoma proteome using TMT10 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,7,Other;Pancreatic Ductal Adenocarcinoma,Not Reported;Pancreas,https://pdc.cancer.gov/pdc/study/PDC000393,1,"correct topic, wrong omics"
T01,asthma airway epithelial RNA-seq,transcriptomics,disease=asthma; tissue=airway epithelium; assay=RNA-seq,a77c41b490ec9f52,GSE237586,geo,transcriptomics,FoxO factors are essential for maintaining organ homeostasis by acting as stress sensors in airway epithelial cells,"Airway epithelia have the challenging task of maintaining functional and structural homeostasis, even when exposed to various stress factors. Transcription factors of the FoxO family can fulfill this complex task, as they act as integration hubs that translate extrinsic and intrinsic information into a physiologically appropriate response. We could show that FoxO factors in Drosophila, mouse, and human airway epithelial cells (AECs) respond to stressors like hypoxia, temperature, or oxidative st...",Drosophila melanogaster,18,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE237586,1,missing disease
P10,pancreatic cancer secretome proteomics,proteomics,disease=pancreatic cancer; assay=secretome; omics=proteomics,b85b8e1da07c7a13,PDC000393,cptac,proteomics,Sampling techniques for enrichment of PDAC - Proteome,Other;Pancreatic Ductal Adenocarcinoma proteome using TMT10 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,7,Other;Pancreatic Ductal Adenocarcinoma,Not Reported;Pancreas,https://pdc.cancer.gov/pdc/study/PDC000393,1,missing assay
MG07,antibiotic treated mouse gut metagenomics,metagenomics,condition=antibiotic treatment; organism=mouse; omics=metagenomics,673a6e7417e9ae4f,PRJNA560178,ena,metagenomics,Effect of ampicillin and bacteriophages on the mouse gut microbiota after infection with Escherichia coli O157:H7,"Antibiotics have been crucial for the treatment of pathogenic bacteria. However, some drawbacks of this treatment have recently become apparent, including their indiscriminate activity against non-targeted species and the broad development of bacterial resistance. In this study, we compared the effects of antibiotic treatment and a bacteriophage cocktail targeting an infection of Escherichia coli O157:H7 administered orally to mice. We found that both treatments were effective at reducing the levels of E. coli O157:H7 in mouse feces. However, the gut microbiota of mice treated with the phages was less distorted and more closely resembled that of the control mice.",Mus musculus,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA560178,2,
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,6773f4cf059022b4,GSE220026,geo,single_cell,Single-cell ATAC-seq analysis of hESCs undergoing neuronal differentiation exposed to paracetamol [scATAC-seq],"Genome-wide chromatin opening profiling of hESCs undergoing neuronal differentiation at four distinct time-points. hESCs are differentiated using a neuronal protocol, and day 20 were charachterized. Cells exposed to 100 or 200 μM paracetamol from Day 1.",Homo sapiens,2,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE220026,2,
MO08,IBD microbiome metabolome multi-omics,multi_omics,disease=IBD; modalities=microbiome and metabolome,c53706e2f0a62ebc,MTBLS8713,metabolights_dataset,Metabolomics,Microbiome and metabolome features in inflammatory bowel disease via multi-omics integration analyses across cohorts,"<p>The perturbations of the gut microbiota and metabolites are closely associated with the progression of inflammatory bowel disease (IBD). However, inconsistent findings across studies impede a comprehensive understanding of their roles in IBD and their potential as reliable diagnostic biomarkers. To address this challenge, here we comprehensively analyze 9 metagenomic and 4 metabolomics cohorts of IBD from different populations. Through cross-cohort integrative analysis (CCIA), we identify a consistent characteristic of commensal gut microbiota. Especially, three bacteria, namely Asaccharobacter celatus, Gemmiger formicilis and Erysipelatoclostridium ramosum, which are rarely reported in IBD. Metagenomic functional analysis reveals that essential gene of Two-component system pathway, linked to fecal calprotectin, are implicated in IBD. Metabolomics analysis shows 36 identified metabolites with significant differences, while the roles of these metabolites in IBD are still unknown. To further elucidate the relationship between gut microbiota and metabolites, we construct multi-omics biological correlation (MOBC) maps, which highlights gut microbial biotransformation deficiencies and significant alterations in aminoacyl-tRNA synthetases. Finally, we identify multi-omics biomarkers for IBD diagnosis, validated across multiple global cohorts (AUROC values ranging from 0.92 to 0.98). Our results offer valuable insights and a significant resource for developing mechanistic hypotheses on host-microbiome interactions in IBD.</p>",,,,,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS8713,2,
M05,breast cancer tissue metabolomics,metabolomics,disease=breast cancer; tissue=tumor; omics=metabolomics,c09443f4636e2df5,MTBLS13902,metabolights_dataset,Metabolomics,"Integrative Analysis of Trichosanthes kirilowii Maxim Formula Granules’ AntiTriple-Negative Breast Cancer Mechanism via Network Pharmacology, Metabolomics, and Molecular Pharmacology","<p>Background: Triple-negative breast cancer (TNBC) urgently needs effective therapies due to limited targeted options and unfavorable outcomes. We investigated Trichosanthes kirilowii Maxim formula granules (TKM) using integrated network pharmacology, metabolomics, and molecular pharmacology to clarify potential multi-target mechanisms relevant to TNBC.</p><p>Methods: Liquid chromatography coupled with mass spectrometry was employed to identify the components of TKM formula granules. Network pharmacology-based prediction was used to uncover potential mechanisms by which TKM counteracts TNBC. Potential targets were identified, and pathway enrichment analysis was performed. Subsequently, TNBC cells and 4T1 tumor-bearing mice were used to verify the molecular mechanisms of TKM.</p><p>Results: We identified 151 active compounds in TKM. Through network pharmacology analysis, 214 TNBC-related targets were found, with 28 core targets, including cell cycle and apoptosis regulators MYC, TP53, AKT1, CCND1, CASP3, PIK3CA, BCL2L1, and CDC42. The compound-target-pathway-disease network showed that schisandrin binds to many treatment targets with satisfactory docking performance, especially for MYC and AKT1. Experimentally, TKM was found to significantly promote apoptosis and induce G2/M-phase cell-cycle arrest in MDA-MB-231 cells. Western blot analysis showed that TKM suppressed PI3K/AKT and Wnt/β-catenin signaling pathways. Surface plasmon resonance experiment revealed that schisandrin binds to recombinant AKT1 with an equilibrium dissociation constant (K_D) of 0.1525 mM. According to untargeted metabolomics results, TKM can regulate amino acid, glycine, serine, and threonine metabolism, mineral absorption, protein digestion and absorption, central carbon metabolism, and arginine biosynthesis to exert therapeutic effects on TNBC. All findings were consistent with predicted targets and pathways.</p><p>Conclusion: This study comprehensively explores the multi-target mechanisms o",,,,,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS13902,2,
P08,ALS spinal cord proteomics,proteomics,disease=ALS; tissue=spinal cord; omics=proteomics,49cd6cd000ab71d6,PXD034483,jpost,Proteomics,Proteins co-localized with RNA  Pol2 in ALS patient-derived neural precursors,"Deficiency of proteostasis and RNA metabolism are increasingly recognized as critical drivers of neurodegenerative diseases. In this study, we focused on RNA polymerase II (Pol2) as the converging point of these two elements to understand how transcriptional machinery is affected by ALS-associated VCP mutations. Pol2 highly depends on its accessory factors to initiate, elongate, and terminate the transcription properly with accurate RNA splicing and processing. We, therefore, studied proteins co-localised with Pol2 in neural precursors obtained from ALS-patient iPS cells. To do that, we used the SPACE method as a highly sensitive proteomic tool to eliminate the artificial interactions during purification.",Homo Sapiens (human),,,,https://www.omicsdi.org/dataset/jpost/PXD034483,2,
T05,heart failure left ventricle RNA-seq,transcriptomics,disease=heart failure; tissue=left ventricle; assay=RNA-seq,5b9175b86dc70665,E-MTAB-8552,biostudies-arrayexpress,Transcriptomics,Ribo-seq of murine left ventricular tissues,"To evaluate the genome-wide changes in gene translational efficiency during the development of heart failure, we performed transverse aortic constriction(TAC) in male C57BL/6 mice. According to our experience, hypertrophy of the left ventricle  was observed 2 weeks after TAC. Cardiac decompensation was observed at 5 weeks. We collected left ventricular tissues at 0, 2, 5 weeks after TAC and then performed ribosome footprinting and sequencing.",Mus musculus,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-8552,2,
T05,heart failure left ventricle RNA-seq,transcriptomics,disease=heart failure; tissue=left ventricle; assay=RNA-seq,474b7621155cff69,E-GEOD-55280,biostudies-arrayexpress,Transcriptomics,mRNA sequencing of two brain regions (prefrontal cortex and hippocampus) and left myocardial tissue in mice with chronic heart failure vs. sham-operated control mice,"After induction of ischemic chronic heart failure (CHF), mice exhibited depression-like behavior, in terms of increased anhedonia, and decreased both exploratory activity and interest in novelty. On histology, ischemic CHF mice showed no alterations in overall cerebral morphology. To further evaluate relevant behavioral changes found in CHF mice, RNA-sequencing analysis of prefrontal cortex and hippocampus - the brain regions, whose structural and functional alterations are associated with an increased risk for developing major depressive disorder - and of left myocardial tissue was performed in CHF vs. sham-operated animals. RNA-sequencing revealed relevant changes in hippocampal or prefrontal cortical expression of genes responsible for axonal vesicle transport (Kif5b), signal transduction (Arc, Gabrb2), limitation of inflammation (RORA; Nr4a1) and of hypoxic brain damage (Hif3a). Besides, the actual literature describes some of the genes (RORA, Gabrb2, Npas4, and Junb) being associated with depression-like behavior. Nr4a1 significantly regulated in both brain and heart tissue after induction of ischemic CHF could be a potential link and reveals the central role of inflammation in the interrelation of the brain and the failing heart. Heart failure vs. sham-operation were performed in C57BL/6 male mice. After development of chronic heart  failure (CHF) 8 weeks after the operation RNA was extracted out of prefrontal cortex, hippocampus and left ventricular myocardium in both groups. RNA of 3 ischemic CHF mice versus 6 sham operated mice was pooled and further subjected to RNA sequencing. To fabricate singular pools each probe of the group equally contributed with the final amount of 2 µg RNA per pool with the result that we had 6 different pools to be further evaluated. The mRNA profile was generated by IGA Technology, Italy (http://www.igatechnology.com/) by deep sequencing, using Illumina HiSeq 2000 platform (HiSeq). CLC-Bio Genomics Workbench software (CLC Bio, D",Mus musculus,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-55280,2,
