query_id,query,expected_omics_type,rank,dataset_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,relevance_score,quality_score,source_url,annotator_label,annotator_notes
E04,spatial transcriptomics breast cancer,transcriptomics,10,geo:GSE213688,GSE213688,geo,transcriptomics,Spatial transcriptomics of human plastic and non-plastic breast cancer subtypes,"Cellular plasticity is a hallmark of rare Claudin-low (CL) and metaplastic (MBC) breast cancer subtypes, with a documented overlap whose exact extent is yet unknown, and which are associated to resistance and poor survival. We used spatial transcriptomics to further characterise these plastic subtypes, respectively defined molecularly and histopathologically. We identified 3 putative CL tumours (CL-like) and 4 genomically unstable TNBC samples via molecular analyses, combined with 4 MBCs identif...",Homo sapiens,15,,,0.976,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE213688,2,
E05,single-cell COVID-19 PBMC immune cells,single_cell,1,geo:GSE188172,GSE188172,geo,single_cell,PBMC single cell transcriptomics of COVID-19 patients,"The COVID-19 is a mild to moderate respiratory tract infection in the majority, but also can cause life-threatening respiratory failure or persistent debilitating symptoms in a subset of patients. However, the mechanism of protective immunity in mild cases and the pathogenesis of severe COVID-19 remain unclear. On the other hand, it has been proposed that the potent anti-inflammatory effects of corticosteroids are beneficial to decrease the fatality rate in severe COVID-19 patients but its speci...",Homo sapiens,171,,,0.969,0.611,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE188172,2,
E05,single-cell COVID-19 PBMC immune cells,single_cell,2,geo:GSE164948,GSE164948,geo,single_cell,"Single-cell analysis identifies shared and distinct immune features of COVID-19, Influenza and other community-acquired pneumonia",The exact immunopathophysiology of COVID-19 remains clouded by methodological heterogeneity and a lack of relevant disease controls. The absence of single-cell investigations into the broader population of patients with community-acquired pneumonia (CAP) renders it difficult to distinguish immune features unique to COVID-19 from the common characteristics of a dysregulated host response to pneumonia. We performed integrated single-cell transcriptomic and proteomic analyses in PBMCs from a strict...,Homo sapiens,4,,,0.936,0.451,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164948,2,
E05,single-cell COVID-19 PBMC immune cells,single_cell,3,cellxgene:4f889ffc-d4bc-4748-905b-8eb9db47a2ed,4f889ffc-d4bc-4748-905b-8eb9db47a2ed,cellxgene,single_cell,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,"Although most SARS-CoV-2-infected individuals experience mild coronavirus disease 2019 (COVID-19), some patients suffer from severe COVID-19, which is accompanied by acute respiratory distress syndrome and systemic inflammation. To identify factors driving severe progression of COVID-19, we performed single-cell RNA-seq using peripheral blood mononuclear cells (PBMCs) obtained from healthy donors, patients with mild or severe COVID-19, and patients with severe influenza. Patients with COVID-19 exhibited hyper-inflammatory signatures across all types of cells among PBMCs, particularly up-regulation of the TNF/IL-1β-driven inflammatory response as compared to severe influenza. In classical monocytes from patients with severe COVID-19, type I IFN response co-existed with the TNF/IL-1β-driven inflammation, and this was not seen in patients with milder COVID-19. Interestingly, we documented type I IFN-driven inflammatory features in patients with severe influenza as well. Based on this, we ",Homo sapiens,0,,,0.919,0.33,https://cellxgene.cziscience.com/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed,2,
E05,single-cell COVID-19 PBMC immune cells,single_cell,4,cellxgene:ddfad306-714d-4cc0-9985-d9072820c530,ddfad306-714d-4cc0-9985-d9072820c530,cellxgene,single_cell,Single-cell multi-omics analysis of the immune response in COVID-19,"Analysis of human blood immune cells provides insights into the coordinated response to viral infections such as severe acute respiratory syndrome coronavirus 2, which causes coronavirus disease 2019 (COVID-19). We performed single-cell transcriptome, surface proteome and T and B lymphocyte antigen receptor analyses of over 780,000 peripheral blood mononuclear cells from a cross-sectional cohort of 130 patients with varying severities of COVID-19. We identified expansion of nonclassical monocytes expressing complement transcripts (CD16+C1QA/B/C+) that sequester platelets and were predicted to replenish the alveolar macrophage pool in COVID-19. Early, uncommitted CD34+ hematopoietic stem/progenitor cells were primed toward megakaryopoiesis, accompanied by expanded megakaryocyte-committed progenitors and increased platelet activation. Clonally expanded CD8+ T cells and an increased ratio of CD8+ effector T cells to effector memory T cells characterized severe disease, while circulating f",Homo sapiens,0,,,0.918,0.33,https://cellxgene.cziscience.com/collections/ddfad306-714d-4cc0-9985-d9072820c530,2,
E05,single-cell COVID-19 PBMC immune cells,single_cell,5,geo:GSE165080,GSE165080,geo,single_cell,"Identification of distinct immune cell subsets associated with various clinical presentations, disease severity and viral persistence of SARS-CoV-2 infection","The clinical presentations and outcomes of SARS-CoV-2 infection are highly variable, ranging from asymptomatic infections to severe conditions, and the underlying mechanisms remain largely unknown. In this study, we performed the single-cell RNA sequencing to examine the profiles of the peripheral blood mononuclear cells (PBMCs) from the healthy controls (HC), asymptomatic individuals (AS) and symptomatic COVID-19 patients (SM) with various clinical features and disease severity. We first identi...",Homo sapiens,53,,,0.914,0.571,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165080,2,
E05,single-cell COVID-19 PBMC immune cells,single_cell,6,cellxgene:0a839c4b-10d0-4d64-9272-684c49a2c8ba,0a839c4b-10d0-4d64-9272-684c49a2c8ba,cellxgene,single_cell,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,"A dysfunctional immune response in coronavirus disease 2019 (COVID-19) patients is a recurrent theme impacting symptoms and mortality, yet a detailed understanding of pertinent immune cells is not complete. We applied single-cell RNA sequencing to 284 samples from 196 COVID-19 patients and controls and created a comprehensive immune landscape with 1.46 million cells. The large dataset enabled us to identify that different peripheral immune subtype changes are associated with distinct clinical features, including age, sex, severity, and disease stages of COVID-19. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA was found in diverse epithelial and immune cell types, accompanied by dramatic transcriptomic changes within virus-positive cells. Systemic upregulation of S100A8/A9, mainly by megakaryocytes and monocytes in the peripheral blood, may contribute to the cytokine storms frequently observed in severe patients. Our data provide a rich resource for understanding the p",Homo sapiens,0,,,0.908,0.33,https://cellxgene.cziscience.com/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba,2,
E05,single-cell COVID-19 PBMC immune cells,single_cell,7,geo:GSE155223,GSE155223,geo,single_cell,Single-Cell Omics Reveals Dyssynchrony of the Innate and Adaptive Immune System in Progressive COVID-19 [single-cell RNA-seq],"A dysregulated immune response against the SARS-CoV-2 virus plays a critical role in severe COVID-19. However, the molecular and cellular mechanisms by which the virus causes lethal immunopathology are poorly understood. Here, we utilize multi-omics single-cell analysis to probe dynamic immune responses in patients with stable or progressive manifestations of COVID-19, and assess the effects of tocilizumab, an anti-IL-6 receptor monoclonal antibody. Coordinated profiling of gene expression and c...",Homo sapiens,18,,,0.906,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155223,2,
E05,single-cell COVID-19 PBMC immune cells,single_cell,8,geo:GSE196198,GSE196198,geo,single_cell,Longitudinal single-cell multiomics data for different severity of COVID-19,"To trace immune responses in COVID-19 patients with severity, we performed in-depth, longitudinal single-cell multiomics involving T-cell receptor (TCR)/B-cell receptor (BCR) sequencing, feature barcoded antibody (Ab) panel detection (i.e., cellular indexing of transcriptomes and epitopes by sequencing, CITE-seq) followed by RNA sequencing in a single-cell resolution.",Homo sapiens,100,,,0.903,0.591,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196198,2,
E05,single-cell COVID-19 PBMC immune cells,single_cell,9,geo:GSE155222,GSE155222,geo,single_cell,Single-Cell Omics Reveals Dyssynchrony of the Innate and Adaptive Immune System in Progressive COVID-19 [CITE-seq],"A dysregulated immune response against the SARS-CoV-2 virus plays a critical role in severe COVID-19. However, the molecular and cellular mechanisms by which the virus causes lethal immunopathology are poorly understood. Here, we utilize multi-omics single-cell analysis to probe dynamic immune responses in patients with stable or progressive manifestations of COVID-19, and assess the effects of tocilizumab, an anti-IL-6 receptor monoclonal antibody. Coordinated profiling of gene expression and c...",Homo sapiens,6,,,0.901,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155222,2,
E05,single-cell COVID-19 PBMC immune cells,single_cell,10,geo:GSE224198,GSE224198,geo,single_cell,Single-cell multi-omics analysis revealing immune features of inactivated SARS-CoV-2 vaccination in systemic lupus erythematosus patients,"The COVID-19 vaccine-induced immunity has been widely reported in the general population, but the protective immune response of COVID-19 vaccines in SLE patients (SLEs) remains largely unknown. Here, we performed a comprehensive and time-series investigation of immunological alterations induced by inactivated COVID-19 vaccines in SLEs and healthy controls using single-cell multi-omics methods. Compared with healthy controls (HCs), the lower titres of neutralizing antibodies and global transcript...",Homo sapiens,26,,,0.89,0.531,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE224198,1,"COVID-19 vaccine-induced immunity single cell, not COVID-19 disease PBMC per se"
E06,single-cell human lung atlas,single_cell,1,cellxgene:6f6d381a-7701-4781-935c-db10d30de293,6f6d381a-7701-4781-935c-db10d30de293,cellxgene,single_cell,The integrated Human Lung Cell Atlas,"The integrated Human Lung Cell Atlas (HLCA) represents the first large-scale, integrated single-cell reference atlas of the human lung. It consists of over 2 million cells  from the respiratory tract of 486 individuals, and includes 49 different datasets. It is split into the HLCA core, and the extended or full HLCA. The HLCA core includes data of healthy lung tissue from 107 individuals, and includes manual cell type annotations based on consensus across 6 independent experts, as well as demographic, biological and technical metadata. The datasets in the HLCA core were integrated using scANVI. The HLCA core can be used as a reference to map new datasets onto using scArches. The full HLCA includes 35 further  datasets that include donors with various lung diseases. These datasets were mapped onto the core with scArches, and include disease annotations as well as cell type annotations transferred from the HLCA core onto the mapped datasets. Note that while the the HLCA includes an integ",Homo sapiens,0,,,0.98,0.33,https://cellxgene.cziscience.com/collections/6f6d381a-7701-4781-935c-db10d30de293,2,
