query_id,query,expected_omics_type,expected_constraints,pool_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,source_url,annotator_A_label,annotator_B_label,annotator_C_label,majority_label,consensus_status,adjudicated_label,adjudication_notes
P07,lung adenocarcinoma CPTAC proteomics,proteomics,disease=lung adenocarcinoma; source=CPTAC; omics=proteomics,c72ebe95a62eed41,MSV000084243,massive,Proteomics,"Time-Dependent Proteome Study: Human colorectal tumor samples (0, 10, 30, 60 min)","<p>The objective of the Time-Dependent Proteome Study was to evaluate changes in the proteome and phosphoproteome when there is a delay in freezing tissues following sample (tumor) excision. The biospecimens used are from snap-frozen colon adenocarcinoma core biopsy punches.<br/><a href=""http://www.ncbi.nlm.nih.gov/pubmed/25670172"" target=""_blank"">Ref: Gajadhar, A.S., et al., (2015) Cancer Res. Apr 1;75(7):1495-503. Epub 2015 Feb 10.</a></p><ul><li>Dataset imported into MassIVE from <a href=""https://cptac-data-portal.georgetown.edu/cptac/s/S023"">https://cptac-data-portal.georgetown.edu/cptac/s/S023</a> on 08/28/19</li></ul>",Homo Sapiens (ncbitaxon:9606),,,,https://www.omicsdi.org/dataset/massive/MSV000084243,2,0,1,,no_majority_requires_adjudication,,
S03,kidney fibrosis single-nucleus RNA-seq,single_cell,disease=kidney fibrosis; tissue=kidney; assay=snRNA-seq,2edeed4b0b667ccd,0f528c8a-a25c-4840-8fa3-d156fa11086f,cellxgene,single_cell,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),"Understanding kidney health and disease relies upon defining the complexity of cell types and states, their associated molecular profiles, and interactions within tissue neighborhoods. We have applied single-cell and single-nucleus assays to a broad spectrum of healthy reference and disease kidneys. This has provided a high-resolution cellular atlas that includes rare and novel cell populations. We further identify and define cellular states altered in kidney injury, encompassing cycling, adaptive or maladaptive repair, transitioning and degenerative states affecting several nephron segments. These analyses further define biological pathways relevant to injury niches, including signatures underlying the transition from reference to predicted maladaptive states that are associated with a decline in kidney function during chronic kidney disease. Our collaborative efforts across the Kidney Precision Medicine Project (KPMP), the Human BioMolecular Atlas Program (HuBMAP) and the Human Cell Atlas consortia aim to generate a comprehensive human kidney cell atlas that includes injury and disease-relevant cell states and neighborhoods as a valuable resource to the research community. Here we provide an expanded data set from that published previously (Lake et al., Nature 2023) that includes additional KPMP biopsy data.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,2,0,1,,no_majority_requires_adjudication,,
S03,kidney fibrosis single-nucleus RNA-seq,single_cell,disease=kidney fibrosis; tissue=kidney; assay=snRNA-seq,ec4b53b72ae26257,bcb61471-2a44-4d00-a0af-ff085512674c,cellxgene,single_cell,An atlas of healthy and injured cell states and niches in the human kidney,"Understanding kidney health and disease relies upon defining the complexity of cell types and states, their associated molecular profiles, and interactions within tissue neighborhoods. We have applied single-cell and single-nucleus assays to a broad spectrum of healthy reference and disease kidneys. This has provided a high-resolution cellular atlas that includes rare and novel cell populations. We further identify and define cellular states altered in kidney injury, encompassing cycling, adaptive or maladaptive repair, transitioning and degenerative states affecting several nephron segments. These analyses further define biological pathways relevant to injury niches, including signatures underlying the transition from reference to predicted maladaptive states that are associated with a decline in kidney function during chronic kidney disease. Our collaborative efforts across the Kidney Precision Medicine Project (KPMP), the Human BioMolecular Atlas Program (HuBMAP) and the Human Cell Atlas consortia aim to generate a comprehensive human kidney cell atlas that includes injury and disease-relevant cell states and neighborhoods as a valuable resource to the research community.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/bcb61471-2a44-4d00-a0af-ff085512674c,2,0,1,,no_majority_requires_adjudication,,
S08,brain organoid single-cell development,single_cell,context=development; tissue=brain organoid; assay=single-cell,d1d1d499235b8657,GSE326044,geo,single_cell,Temporal Uncoupling of Radial Glial Progenitor Cell Lineage Progression in Self-organizing Organoid System – mTmG scRNA-Seq,Radial glial progenitors (RGPs) produce all excitatory neurons in the developing cerebral cortex. Mosaic Analysis with Double Markers (MADM)-based lineage tracing in vivo revealed a quantitative framework of RGP lineage progression. Here we established MADM technology in embryonic stem cells to probe RGP lineage progression in self-organizing cortical organoid system. We found that RGPs exhibit high level of equipotency in organoid rather than temporally stereotyped lineage progression as observ...,Mus musculus,5,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE326044,2,1,0,,no_majority_requires_adjudication,,
T01,asthma airway epithelial RNA-seq,transcriptomics,disease=asthma; tissue=airway epithelium; assay=RNA-seq,c95343b984cac5cc,GSE85567,geo,epigenomics,DNA methylation in lung cells is a key modulator of asthma endotypes and genetic risk [RNA-seq],"We generated genome-wide RNASeq data from freshly isolated airway epithelial cells of asthmatics and non-asthmatics. This data was paired with genome-wide genetic and methylation data from the same individuals allowing for an integrated analysis of genetic, transcriptional, and epigenetic signatures in asthma.",Homo sapiens,85,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE85567,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,22641f30593d6ede,PRJNA809770,ena,transcriptomics,Transcription factor EMX2 functions as a tumor suppressor in renal cell carcinoma by targeting CADM1 and PI3K-AKT sig-naling,"Renal cell carcinoma (RCC) is one of the most common tumors of the urinary system. However, the development and migration mechanism of RCC remains largely unknown. In this study, we find that EMX2 is significantly downregulated in RCC biopsy and cell lines compared to that in adja-cent non-tumor tissues and normal cell lines. The expression of EMX2 is closely associated with the prognosis of RCC patients. EMX2 is proved to restrain cell proliferation, migration, and invasion of RCC cells, acting as a tumor suppressor. Importantly, EMX2 promotes RCC cell apoptosis and in-hibits xenografted tumor growth in mice. We performed RNA sequencing (RNA-seq) and chro-matin immunoprecipitation sequencing (ChIP-seq) in EMX2-overexpressed RCC cells and control cells, and identified downstream targets and signaling pathways that are regulated by EMX2. Mechanistically, EMX2 binds to the promoter of CADM1 and activates its transcription, which impedes PI3K-AKT signaling, leading to inhibition of renal tumor growth. Our studies establish the tumor suppressor function of EMX2-CADM1 axis in RCC, thus providing novel insights into potential therapeutic intervention in renal malignancy.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA809770,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,3ea459a4cfdb3e25,GSE269428,geo,transcriptomics,PBRM1 RNA-seq,"Mammalian SWI/SNF or BAF are multi-subunit complexes that regulate cell-type specific gene expression by modulating chromatin accessibility, in coordination with transcription factors and other chromatin regulators. PBRM1 is the complex defining subunit of PBAF class of SWI/SNF complexes. It is mutated in ~40% of clear cell renal cell carcinoma cases but also associated with cancer progression and therapy resistance, indicating context-dependent function. We have previously reported that loss of...",Mus musculus,60,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269428,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,462e5478c254203d,PRJNA1198937,ena,epigenomics,"CA-125 as a Biomarker in Renal Medullary Carcinoma: Integrated Molecular Profiling, Functional Characterization, and Prospective Clinical Validation [ChIP-Seq tumors]","Purpose: Renal medullary carcinoma (RMC) is a highly aggressive malignancy defined by the loss of the SMARCB1 tumor suppressor. It mainly affects young individuals of African descent with sickle cell trait, and it is resistant to conventional therapies used for other renal cell carcinomas. This study aimed to identify potential biomarkers for early detection and disease monitoring of RMC. Experimental Design: Integrated profiling of primary untreated RMC tumor tissues and paired adjacent kidney controls was performed using RNA-sequencing (RNA-seq) and histone Chromatin Immunoprecipitation Sequencing (ChIP-seq). The expression of serum cancer antigen 125 (CA-125), was prospectively evaluated in 47 patients with RMC. Functional studies were conducted in RMC cell lines to assess the effects of SMARCB1 re-expression and MUC16 knockdown. Results: MUC16, encoding for CA-125, was identified as one of the top upregulated genes in RMC tissues, with concomitant enrichment of active histone marks H3K4me3 and H3K27ac at its promoter. Elevated serum CA-125 levels were found in 31 of 47 (66%) RMC patients and correlated significantly with metastatic tumor burden (p = 0.03). SMARCB1 re-expression significantly reduced MUC16 expression in RMC cell lines. Functional studies in RMC cell lines demonstrated that SMARCB1 re-expression significantly reduced MUC16 expression, and that MUC16 knockdown induced apoptosis and reduced cell proliferation. Conclusions: The correlation between serum CA-125 levels and metastatic burden suggests that CA-125 is a clinically relevant biomarker for RMC. These findings support further exploration of CA-125 for disease monitoring and targeted therapeutics in RMC. Overall design: Renal medullary carcinoma (RMC) kidney tumors or adjacent normal tissue from untreated patients were used for Chromatin immunoprecipitation against four histone marks (H3K27ac, H3K4me1, H3K4me3, H3K27me3).",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1198937,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,52130327cc0647e7,PRJNA994934,ena,transcriptomics,Single-cell transcriptomics reveals distinct molecular alterations of human renal cell carcinoma-derived endothelial cells that are stable in ex vivo primary culture [scRNA-seq],"Even though tumor endothelial cells are a key component of the tumor microenvironment and represent the main interface between tumor cells and the host’s circulation and immune system, their phenotypes and functional properties are relatively poorly understood. To address this deficit, we purified tumor and matched normal endothelial cells from highly vascularized kidney cancer specimens and performed single cell RNA-seq to characterize endothelial cell gene expression patterns and heterogeneity. We found that tumor endothelial cells from multiple donors shared a common phenotype with increased expression of pathways related to extracellular matrix regulation, cell-cell communication and insulin growth factor signaling. We also found that while normal endothelial cells from kidney and liver were divergent, most tumor endothelial cells from kidney and liver cancer shared common gene expression signatures suggesting a congruence of tumor endothelial cell phenotypes. Using RNA-seq, we determined that many of the differentially regulated genes between tumor and normal endothelial cells were maintained in primary culture, which in turn permitted study of their functional phenotypes in vitro. Cultured tumor endothelial cells were resistant to apoptosis after trophic factor removal and displayed increased adhesiveness for CD+ CD25+ T regulatory cells. Our studies delineate the unique functional and immunophenotypic properties of kidney cancer tumor endothelial cells, which will serve as the basis to develop new therapies. Overall design: We performed scRNA-seq on TECs and NECs isolated by flow cytometry from 4 different donor nephrectomies. The RCC tumor type was confirmed as clear cell renal cell carcinoma (ccRCC) for all 4 patients on the final pathology report and confirmed by SA. The 4 donors were batched into two separate scRNA-seq libraries. In order to determine the purity of the isolated cell populations, primary TECs/NECs, we spiked in HUVECs and an aliquot of the",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA994934,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,6312c60c1d905e46,PRJNA899835,ena,transcriptomics,RNA-seq of CEACAM1- and CEACAM1+ regulatory T cells from tumor in patients with renal cell carcinoma,We aimed to analyze the transcriptomic differences between CEACAM1- and CEACAM1+ regulatory T cells from tumor. Overall design: CEACAM1- and CEACAM1+ regulatory T cells (CD4+CD25+CD127- T cells) were sorted from tumor from six patients with renal cell carcinoma.,Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA899835,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,69e1a466054af185,GSE327926,geo,transcriptomics,PBRM1 RNA-seq [4T1],"Mammalian SWI/SNF or BAF are multi-subunit complexes that regulate cell-type specific gene expression by modulating chromatin accessibility, in coordination with transcription factors and other chromatin regulators. PBRM1 is the complex defining subunit of PBAF class of SWI/SNF complexes. It is mutated in ~40% of clear cell renal cell carcinoma cases but also associated with cancer progression and therapy resistance, indicating context-dependent function. We have previously reported that loss of...",Mus musculus,12,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE327926,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,7c5274ed4fe66adf,GSE309697,geo,epigenomics,Generation of a Comprehensive Epigenomic Atlas in Clear Cell Renal Cell Carcinoma Informs Kidney Cancer Progression and Heritability,"By generating 194 epigenomic and transcriptomic profiles datasets from 57 human tissue samples, using H3K27ac and HIF2α chromatin immunoprecipitation sequencing (ChIP-seq), ATAC-seq, and RNA-seq, we provide a comprehensive integrated characterization of clear cell renal cell carcinoma (ccRCC) across normal, tumor, and metastatic states. Our epigenomic analyses reveal insights into various aspects of ccRCC biology. First, we show that significant enhancer reprogramming (H3K27ac) and shifts in the...",Homo sapiens,265,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE309697,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,7d54a9385e6fd0b7,E-MTAB-5640,biostudies-arrayexpress,Transcriptomics,RNA sequencing of tumor associated macrophages and T cells in clear cell renal cell carcinoma,"Tumor associated macrophages and T cells were characterized in a cohort of 73 ccRCC and 5 healthy donors using mass cytometry. Macrophage and T cell subsets of interest were identified and sorted directly from samples known to contain a high frequency of these subsets. CD8+ PD-1- T cells (n=6), exhausted CD8+ PD-1+ T cells (n=6), control macrophages CD14+ HLA-DR+ CD204- CD38- CD206- (n=11) and a population of TAM characterized as CD14+ HLA-DR+ CD204+ CD38+ CD206- (n=6) were isolated using FACS sorting.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-5640,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,7f0f733c4ae71ca4,PRJNA641020,ena,transcriptomics,Single-Cell RNA Sequencing in Multiple Pathologic Types of Renal Cell Carcinoma Revealed Novel Potential Tumor-Specific Markers,"We provide a comprehensive, single-cell resolution, multiple pathologic transcriptome map of renal cell carcinoma (RCC).A total of 4 tumor samples and 1 normal kidney sample from four patients with renal cell carcinoma participated in this study.We present 30,263 cells (pRCC=10,132, ccRCC=12,915,chRCC=7,216,normal=585) after strictly quality control.scRNA-seq analysis revealed tumor heterogeneity at the single-cell level between different pathological types or between different cell types of the same pathological type. Meanwhile, we discovered a number of novel tumor markers of RCC which will offer potential value in diagnosing this disease. In addition, we identified some new cell types by scRNA-seq, such as proliferative TAM, proliferative fibroblast and novel endothelial cells. The comparative analysis between normal kidney and RCC had enhanced our understanding of tumor-immune microenvironment. Taken together, our data has greatly enriched the single-cell transcriptomic information for RCC, which will provide new insights into the diagnosis and treatment of RCC. Overall design: Five samples (2 clear cell renal cell carcinoma samples,1 papillary renal cell carcinoma sample,1 chromophobe renal cell carcinoma sample and 1 normal kidney sample) from 4 patients were used for single cell RNA sequencing by 10X Genomics.",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA641020,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,83c2949381db6c9b,PRJNA808984,ena,transcriptomics,Next Generation Sequencing from Tumor Tissues And Tumor-adjacent Tissues of Renal Cell Carcinoma,"Tumor-adjacent tissues are very important for tumor research. This study aimed to identify hub genes in tumor-adjacent tissues of mice transplanted with 786-o renal cell carcinoma cells. 786-o cells were implanted in nude mice raised to 1 month of age, and normal tissues, tumor tissues, and adjacent tissues were obtained for RNA sequencing. All tissues were sequenced for transcriptome genes. This was the first systematic exploration of the hub genes in the tumor-adjacent tissues of mice transplanted with 786-o renal cell carcinoma cells, which provides a genetic basis for further in-depth study on the underlying regulatory mechanism of renal cell carcinoma. Overall design: Ten 4-week-old male BALB/c nude mice were obtained from the Animal Center of Shanghai Tenth People’s Hospital (Shanghai, China), every five mice were kept in a cage, kept under specific pathogen-free conditions at 21±2°C and 55±10% humidity under a 12 h light/dark cycle, and fed normal chow with ad libitum access to water. All mice were treated humanely. The 786-o cells were cultured in a 10 cm dish (DMEM medium, 10% fetal bovine serum, PS double antibody). When the cell density was 70-80%, the cells were collected, mixed into a cell suspension with 100 µl sterile phosphate-buffered saline solution, and injected into the right back of a nude mouse at approximately the midpoint of the spinal column and right lower limb. Before injection, 0.5 cm of tissue was taken from the tail of each nude mouse. The mice were fed normally, and the growth of transplanted tumors was observed every day. Seven of the ten mice transplanted tumors successfully. One month later, three mice with tumor diameter of 1-1.5 cm were selected for the next study. Mice were euthanized in a carbon dioxide box, and the tumor and tumor-adjacent tissues (more than 1 cm from tumor tissue capsule) were removed. All tissues were stored in liquid nitrogen and sent to Shanghai Majorbio company for RNA-seq analysis. Different tissues of ea",Mus musculus,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA808984,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,b5a4b95846f35e82,PRJNA327769,ena,transcriptomics,Modulation of ESRP2 and MBNL2 in normal kidney and clear cell renal cell carcinoma cell lines for analysis of stability programs,"While analyzing mRNA expression profiles of clear cell renal cell carcinoma (ccRCC) tumors, we found that the mRNAs that are bound at their 3' UTRs by muscleblind-like splicing regulator 2 (Mbnl2) and epithelial splicing regulatory protein 2 (ESRP2) are up-regulated in tumor compared to patient-matched normal tissues. Given that MBNL2 increases the stability of its targets and ESRP2 destabilizes its targets, we predicted that, in ccRCC tumors, MBNL2 activity increases, while ESRP2 activity decreases. To investigate the effect of each of these two RNA-binding proteins (RBPs) on the transcriptome of the cell, we used shRNA to knockdown MBNL2 in two different cell line models of ccRCC (786-O and A-498), and also to knockdown ESRP2 in normal primary renal proximal tubule epithelial cells (PRPTEC). RNA-seq revealed that MBNL2 knockdown partially reverses the ccRCC-associated transcriptome in ccRCC cell lines, whereas ESRP2 knockdown shifts the transcriptome of PRPTEC toward that of ccRCC. Overall design: Two independent shRNAs were used for each protein in each cell line. Each cell line was also infected by a control shRNA in two replicates. The transcriptome after infection with MBNL2- or ESRP2-specific shRNA was compared to the transcriptome after infection with control shRNA.",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA327769,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,e4139a5298a76312,PRJNA481762,ena,epigenomics,Genome-wide chromatin accessibility and gene expression profiling of renal cell carcinoma and matched normal kidney tubules [DNase-seq],We generated primary cultures from renal cell carcinoma and matched normal primary kidney cortex tubule cell cultures from 3 patients. Early passage cultures of these two cell types were subjected to chromatin accessibility profiling (DNase-seq) and gene expression profiling (RNA-seq). Studying these paired and patient-matched controlled data sets will shed light on the epigenomic changes that underlie transformation of kidney tubules into malignant cancers. Overall design: Paired DNase-seq and RNA-seq data sets from 2 different primary human kidney cell types (normal and cancer) Note from submitter: The HIM23 samples have a more narrow consent and their raw data will be submitted to dbGaP.,Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA481762,2,0,1,,no_majority_requires_adjudication,,
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,faf201ca3f994604,PRJNA900570,ena,transcriptomics,RNA-seq of regulatory T cells from peripheral blood and tumor in patients with renal cell carcinoma,We aimed to analyze the transcriptomic differences between regulatory T cells from peripheral blood and tumor. Overall design: Non-naïve regulatory T cells (CD4+CD25+CD127-CD45RA- T cells) were sorted from peripheral blood and tumor from six patients with renal cell carcinoma.,Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA900570,2,0,1,,no_majority_requires_adjudication,,
T07,colon organoid inflammatory bowel disease RNA-seq,transcriptomics,disease=IBD; tissue=colon organoid; assay=RNA-seq,d007fc27407e2f62,PRJNA948350,ena,transcriptomics,Bulk RNA-seq of whole biopsies and enteroids/colonoids from terminal ileum and rectum of inflammatory bowel disease patients or control subjects,"The study was design to compare transcriptomic profiles of whole biopsies to enteroid/colonoid lines derived from them. In the accompanying publication, we observed substantial overlap of pathways upregulated in Crohn’s disease in enteroids and ileal biopsies, as well as colonoids and rectal biopsies. Our data support the use of patient enteroids and colonoids as critical translational tools for the study of inflammatory bowel disease. Overall design: The biopsies were subjected to RNA extraction (Trizol) whole and subsequent library preparation and RNA-seq. To establish enteroids and colonoids, we first isolated crypts from matching biopsies, then seeded these crypts in Matrigel domes. We used complete human IntestiCult OGM to enteroid/colonoid growth. The cultures were passaged once, and then harvested for RNA isolation, library prep and RNA-seq.",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA948350,2,0,1,,no_majority_requires_adjudication,,
T07,colon organoid inflammatory bowel disease RNA-seq,transcriptomics,disease=IBD; tissue=colon organoid; assay=RNA-seq,d58f94a9d1d66427,GSE312352,geo,transcriptomics,"IL-22 induces Paneth cell metaplasia in the colonic epithelium of ulcerative colitis, promoting wound healing via REG3A [mouse RNA-seq]","Paneth cell metaplasia (PCM) is a phenomenon in which Paneth cells, typically found in the small intestine, appear in the colonic epithelium of patients with ulcerative colitis (UC). Our study demonstrates that the PCM occurrence correlates with disease duration and active inflammation. Furthermore, we reveal that the inflammation-induced cytokine IL-22 suppresses Notch signaling, thereby promoting PCM formation in the colonic epithelium while simultaneously inducing REG3A expression in metaplas...",Mus musculus,8,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE312352,2,0,1,,no_majority_requires_adjudication,,
T08,adipose insulin resistance transcriptome,transcriptomics,disease=insulin resistance; tissue=adipose; omics=transcriptomics,fc368fd8ac0cd86a,PRJNA341351,ena,epigenomics,Ionizing radiations potentiate high fat diet-induced insulin resistance and reprogram skeletal muscle and adipose progenitor cells,"Exposure to ionizing radiation increases the risk of chronic metabolic disorders such as insulin resistance and type 2 diabetes later in life. We hypothesized that irradiation reprograms the epigenome of metabolic progenitor cells, which could account for impaired metabolism after cancer treatment. C57Bl/6 mice were treated with a single dose of irradiation and subjected to high fat diet (HFD). RNA Sequencing and Reduced Representation Bisulfite Sequencing were used to create transcriptomic and epigenomic profiles of preadipocytes and skeletal muscle satellite cells collected from irradiated mice. Mice subjected to total body irradiation showed alterations in glucose metabolism and, when challenged with HFD, marked hyperinsulinemia. Insulin signaling was chronically disrupted in skeletal muscle and adipose progenitor cells collected from irradiated mice and differentiated in culture. Epigenomic profiling of skeletal muscle and adipose progenitor cells from irradiated animals revealed substantial DNA methylation changes, notably for genes regulating the cell cycle, glucose/lipid metabolism and expression of epigenetic modifiers. Our results show that total body irradiation alters intracellular signaling and epigenetic pathways regulating cell proliferation and differentiation of skeletal muscle and adipose progenitor cells, and provide a possible mechanism by which irradiation used in cancer treatment increases the risk for metabolic disease later in life. Overall design: Reduced representation bisulfite sequencing (RRBS), RNA-Seq and Methyl-CpG-binding domain sequencing (MBD-Seq) of SVF and satellite cells, on CHOW or HFD and untreated or irradiated",Mus musculus,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA341351,2,0,1,,no_majority_requires_adjudication,,
